Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
25.7,3.66,18.196,0.0,0.004,-0.003,-0.0
25.72,3.974,19.142,0.0,-0.045,-0.003,-0.002
25.74,3.985,19.162,0.0,-0.048,-0.003,-0.002
25.76,3.663,18.192,0.0,0.001,-0.003,-0.002
25.78,3.635,18.098,0.0,0.004,-0.003,-0.002
25.8,3.948,19.041,0.0,-0.045,-0.003,-0.004
25.82,3.958,19.058,0.0,-0.048,-0.003,-0.004
25.84,3.635,18.085,0.0,0.001,-0.003,-0.004
25.86,3.606,17.988,0.0,0.004,-0.003,-0.004
25.88,3.621,18.019,0.0,0.0,-0.003,-0.004
25.9,3.614,17.984,0.0,-0.0,-0.003,-0.004
25.92,3.601,17.935,0.0,-0.0,-0.003,-0.004
25.94,1.706,18.027,-0.045,0.0,-0.005,-0.004
25.96,1.594,17.988,-0.047,0.0,-0.005,-0.004
25.98,3.558,17.801,0.001,-0.0,-0.005,-0.004
26.0,3.665,17.744,0.004,0.0,-0.005,-0.004
26.02,3.498,17.706,0.0,0.0,-0.005,-0.004
26.04,3.468,17.657,-0.0,0.0,-0.005,-0.004
26.06,5.351,17.467,0.045,0.0,-0.003,-0.004
26.08,5.443,17.407,0.047,0.0,-0.003,-0.004
26.1,3.454,17.494,-0.001,0.0,-0.003,-0.004
26.12,3.621,18.357,-0.004,-0.045,-0.003,-0.005
26.14,3.779,18.339,-0.0,-0.047,-0.003,-0.005
26.16,3.473,17.355,0.0,0.001,-0.003,-0.005
26.18,3.43,17.243,0.0,0.004,-0.003,-0.005
26.2,3.439,17.259,-0.0,0.0,-0.003,-0.005
26.22,3.727,18.117,-0.0,-0.045,-0.003,-0.007
26.24,3.728,18.1,0.0,-0.047,-0.003,-0.007
26.26,3.402,17.112,0.0,0.001,-0.003,-0.007
26.28,3.37,16.996,-0.0,0.004,-0.003,-0.007
26.3,3.678,17.915,-0.0,-0.045,-0.003,-0.009
26.32,3.682,17.909,0.0,-0.048,-0.003,-0.009
26.34,3.355,16.913,0.0,0.001,-0.003,-0.009
26.36,3.619,17.701,0.0,-0.041,-0.003,-0.011
26.38,1.76,17.895,-0.045,-0.047,-0.005,-0.011
26.4,1.633,17.826,-0.047,-0.044,-0.005,-0.012
26.42,3.589,17.607,0.001,-0.043,-0.005,-0.012
26.44,3.403,16.676,0.004,0.001,-0.005,-0.012
26.46,3.515,17.481,0.0,-0.041,-0.005,-0.014
26.48,5.403,17.391,0.044,-0.047,-0.003,-0.014
26.5,5.49,17.303,0.047,-0.044,-0.003,-0.016
26.52,3.496,17.361,-0.001,-0.043,-0.003,-0.016
26.54,3.372,17.352,-0.004,-0.044,-0.003,-0.018
26.56,3.511,17.271,-0.0,-0.044,-0.003,-0.018
26.58,3.521,17.247,0.0,-0.044,-0.003,-0.019
26.6,3.791,18.084,0.0,-0.088,-0.003,-0.021
26.62,3.5,17.2,-0.0,-0.046,-0.003,-0.021
26.64,3.454,17.06,-0.0,-0.04,-0.003,-0.023
26.66,3.756,17.955,0.0,-0.088,-0.003,-0.024
26.68,3.47,17.081,0.0,-0.046,-0.003,-0.024
26.7,3.422,16.936,-0.0,-0.04,-0.003,-0.026
26.72,3.723,17.828,-0.0,-0.088,-0.003,-0.028
26.74,3.735,17.862,0.0,-0.091,-0.003,-0.03
26.76,3.405,16.855,0.0,-0.043,-0.003,-0.03
26.78,3.377,16.77,0.0,-0.04,-0.003,-0.031
26.8,1.798,17.813,-0.045,-0.088,-0.005,-0.033
26.82,1.707,17.848,-0.047,-0.091,-0.005,-0.035
26.84,3.351,16.697,0.001,-0.043,-0.005,-0.035
26.86,3.739,17.511,0.004,-0.084,-0.005,-0.038
26.88,3.606,17.565,0.0,-0.091,-0.005,-0.038
26.9,5.154,16.479,0.044,-0.043,-0.003,-0.04
26.92,5.527,17.24,0.047,-0.085,-0.003,-0.042
26.94,3.584,17.469,-0.001,-0.091,-0.003,-0.044
26.96,3.437,17.388,-0.004,-0.088,-0.003,-0.045
26.98,3.578,17.332,-0.0,-0.087,-0.003,-0.047
27.0,3.589,17.304,0.0,-0.087,-0.003,-0.049
27.02,3.27,16.365,0.0,-0.043,-0.003,-0.049
27.04,3.243,16.285,-0.0,-0.04,-0.003,-0.051
27.06,3.545,17.179,-0.0,-0.088,-0.003,-0.052
27.08,3.555,17.201,0.0,-0.091,-0.003,-0.054
27.1,3.521,17.095,0.0,-0.087,-0.003,-0.056
27.12,3.508,17.052,-0.0,-0.087,-0.003,-0.058
27.14,3.798,17.932,-0.0,-0.132,-0.003,-0.061
27.16,3.804,17.947,0.0,-0.135,-0.003,-0.063
27.18,3.483,16.985,0.0,-0.086,-0.003,-0.065
27.2,3.157,15.987,0.0,-0.039,-0.003,-0.065
27.22,3.155,15.977,0.0,-0.04,-0.003,-0.066
27.24,3.46,16.878,0.0,-0.089,-0.003,-0.068
27.26,3.764,17.801,0.0,-0.136,-0.003,-0.072
27.28,3.745,17.739,0.0,-0.135,-0.003,-0.073
27.3,3.421,16.768,0.0,-0.086,-0.003,-0.075
27.32,3.394,16.683,0.0,-0.083,-0.003,-0.077
27.34,3.111,15.812,0.0,-0.042,-0.003,-0.077
27.36,3.385,16.644,0.0,-0.085,-0.003,-0.08
27.38,3.701,17.578,0.0,-0.136,-0.003,-0.082
27.4,3.397,16.668,0.0,-0.09,-0.003,-0.084
27.42,3.642,17.412,0.0,-0.128,-0.003,-0.087
27.44,3.669,17.487,0.0,-0.134,-0.003,-0.089
27.46,3.054,15.628,0.0,-0.042,-0.003,-0.089
27.48,3.305,16.392,0.0,-0.081,-0.003,-0.093
27.5,3.646,17.401,0.0,-0.135,-0.003,-0.094
27.52,3.346,16.5,0.0,-0.09,-0.003,-0.096
27.54,3.588,17.237,0.0,-0.128,-0.003,-0.1
27.56,3.615,17.311,0.0,-0.134,-0.003,-0.101
27.58,3.298,16.36,0.0,-0.087,-0.003,-0.103
27.6,3.267,16.263,0.0,-0.083,-0.003,-0.105
27.62,3.281,16.296,0.0,-0.087,-0.003,-0.107
27.64,3.273,16.267,0.0,-0.088,-0.003,-0.108
27.66,3.558,17.132,0.0,-0.132,-0.003,-0.112
27.68,3.563,17.14,0.0,-0.135,-0.003,-0.114
27.7,3.241,16.175,0.0,-0.086,-0.003,-0.115
27.72,3.212,16.081,0.0,-0.083,-0.003,-0.117
27.74,3.523,17.024,0.0,-0.132,-0.003,-0.12
27.76,3.234,16.133,0.0,-0.09,-0.003,-0.12
27.78,3.191,16.022,0.0,-0.084,-0.003,-0.124
27.8,3.489,16.902,0.0,-0.132,-0.003,-0.126
27.82,3.508,16.972,0.0,-0.135,-0.003,-0.129
27.84,3.175,15.953,0.0,-0.086,-0.003,-0.129
27.86,3.154,15.906,0.0,-0.083,-0.003,-0.133
27.88,3.755,17.708,0.0,-0.177,-0.003,-0.136
27.9,3.49,16.914,0.0,-0.137,-0.003,-0.138
27.92,3.127,15.827,0.0,-0.083,-0.003,-0.14
27.94,3.415,16.7,0.0,-0.128,-0.003,-0.143
27.96,3.152,15.886,0.0,-0.09,-0.003,-0.143
27.98,3.112,15.784,0.0,-0.084,-0.003,-0.147
28.0,3.706,17.567,0.0,-0.176,-0.003,-0.15
28.02,3.443,16.776,0.0,-0.137,-0.003,-0.152
28.04,3.08,15.691,0.0,-0.083,-0.003,-0.154
28.06,3.368,16.563,0.0,-0.128,-0.003,-0.157
28.08,3.403,16.658,0.0,-0.135,-0.003,-0.159
28.1,3.379,16.605,0.0,-0.131,-0.003,-0.162
28.12,3.066,15.644,0.0,-0.086,-0.003,-0.162
28.14,3.05,15.61,0.0,-0.084,-0.003,-0.166
28.16,3.649,17.408,0.0,-0.177,-0.003,-0.169
28.18,3.384,16.613,0.0,-0.137,-0.003,-0.171
28.2,3.319,16.435,0.0,-0.128,-0.003,-0.175
28.22,3.325,16.448,0.0,-0.13,-0.003,-0.176
28.24,3.33,16.476,0.0,-0.131,-0.003,-0.18
28.26,3.318,16.435,0.0,-0.131,-0.003,-0.182
28.28,3.018,15.536,0.0,-0.086,-0.003,-0.183
28.3,2.992,15.45,0.0,-0.084,-0.003,-0.185
28.32,3.004,15.479,0.0,-0.087,-0.003,-0.187
28.34,3.293,16.357,0.0,-0.132,-0.003,-0.19
28.36,3.297,16.361,0.0,-0.135,-0.003,-0.192
28.38,3.272,16.302,0.0,-0.131,-0.003,-0.196
28.4,2.961,15.348,0.0,-0.086,-0.003,-0.196
28.42,2.945,15.315,0.0,-0.084,-0.003,-0.199
28.44,3.544,17.114,0.0,-0.177,-0.003,-0.203
28.46,3.577,17.227,0.0,-0.182,-0.003,-0.206
28.48,3.23,16.189,0.0,-0.13,-0.003,-0.208
28.5,3.207,16.136,0.0,-0.127,-0.003,-0.211
28.52,2.925,15.268,0.0,-0.086,-0.003,-0.211
28.54,2.911,15.24,0.0,-0.084,-0.003,-0.215
28.56,3.21,16.124,0.0,-0.132,-0.003,-0.216
28.58,3.226,16.189,0.0,-0.135,-0.003,-0.22
28.6,2.894,15.17,0.0,-0.086,-0.003,-0.22
28.62,2.873,15.124,0.0,-0.083,-0.003,-0.223
28.64,3.474,16.928,0.0,-0.177,-0.003,-0.227
28.66,3.209,16.134,0.0,-0.137,-0.003,-0.229
28.68,3.144,15.956,0.0,-0.128,-0.003,-0.232
28.7,3.151,15.97,0.0,-0.13,-0.003,-0.234
28.72,2.858,15.091,0.0,-0.086,-0.003,-0.236
28.74,3.128,15.911,0.0,-0.128,-0.003,-0.239
28.76,3.156,15.987,0.0,-0.134,-0.003,-0.241
28.78,3.134,15.938,0.0,-0.131,-0.003,-0.244
28.8,2.822,14.98,0.0,-0.086,-0.003,-0.244
28.82,2.805,14.947,0.0,-0.084,-0.003,-0.248
28.84,3.405,16.747,0.0,-0.177,-0.003,-0.251
28.86,3.14,15.953,0.0,-0.137,-0.003,-0.253
28.88,3.075,15.776,0.0,-0.128,-0.003,-0.257
28.9,3.082,15.79,0.0,-0.13,-0.003,-0.258
28.92,2.789,14.911,0.0,-0.086,-0.003,-0.26
28.94,2.762,14.823,0.0,-0.084,-0.003,-0.262
28.96,3.071,15.76,0.0,-0.132,-0.003,-0.265
28.98,3.377,16.687,0.0,-0.18,-0.003,-0.269
29.0,2.772,14.857,0.0,-0.089,-0.003,-0.269
29.02,2.712,14.696,0.0,-0.08,-0.003,-0.272
29.04,3.333,16.561,0.0,-0.176,-0.003,-0.276
29.06,2.776,14.872,0.0,-0.093,-0.003,-0.276
29.08,2.693,14.643,0.0,-0.08,-0.003,-0.279
29.1,3.309,16.492,0.0,-0.176,-0.003,-0.283
29.12,3.051,15.717,0.0,-0.138,-0.003,-0.285
29.14,2.985,15.538,0.0,-0.128,-0.003,-0.288
29.16,2.992,15.551,0.0,-0.13,-0.003,-0.29
29.18,2.699,14.673,0.0,-0.086,-0.003,-0.292
29.2,2.969,15.494,0.0,-0.128,-0.003,-0.295
29.22,2.699,14.662,0.0,-0.09,-0.003,-0.295
29.24,2.662,14.566,0.0,-0.084,-0.003,-0.299
29.26,2.959,15.444,0.0,-0.132,-0.003,-0.3
29.28,2.977,15.515,0.0,-0.135,-0.003,-0.304
29.3,2.943,15.407,0.0,-0.131,-0.003,-0.305
29.32,2.641,14.501,0.0,-0.086,-0.003,-0.307
29.34,2.914,15.33,0.0,-0.128,-0.003,-0.311
29.36,2.645,14.502,0.0,-0.09,-0.003,-0.311
29.38,2.607,14.404,0.0,-0.084,-0.003,-0.314
29.4,3.202,16.19,0.0,-0.176,-0.003,-0.318
29.42,2.938,15.401,0.0,-0.137,-0.003,-0.319
29.44,2.577,14.317,0.0,-0.083,-0.003,-0.321
29.46,2.567,14.284,0.0,-0.083,-0.003,-0.323
29.48,2.586,14.332,0.0,-0.087,-0.003,-0.325
29.5,2.874,15.207,0.0,-0.132,-0.003,-0.328
29.52,2.58,14.303,0.0,-0.09,-0.003,-0.328
29.54,2.539,14.197,0.0,-0.084,-0.003,-0.332
29.56,2.838,15.08,0.0,-0.132,-0.003,-0.333
29.58,2.559,14.242,0.0,-0.09,-0.003,-0.335
29.6,2.508,14.085,0.0,-0.084,-0.003,-0.337
29.62,2.517,14.105,0.0,-0.087,-0.003,-0.339
29.64,2.511,14.079,0.0,-0.088,-0.003,-0.34
29.66,2.796,14.945,0.0,-0.132,-0.003,-0.344
29.68,2.503,14.044,0.0,-0.09,-0.003,-0.344
29.7,2.463,13.938,0.0,-0.084,-0.003,-0.347
29.72,2.761,14.819,0.0,-0.132,-0.003,-0.349
29.74,2.779,14.889,0.0,-0.135,-0.003,-0.353
29.76,2.744,14.778,0.0,-0.131,-0.003,-0.354
29.78,2.144,12.962,0.0,-0.041,-0.003,-0.354
29.8,2.401,13.741,0.0,-0.081,-0.003,-0.358
29.82,2.74,14.745,0.0,-0.135,-0.003,-0.36
29.84,2.439,13.84,0.0,-0.09,-0.003,-0.361
29.86,2.681,14.575,0.0,-0.128,-0.003,-0.365
29.88,2.707,14.647,0.0,-0.134,-0.003,-0.367
29.9,2.389,13.694,0.0,-0.087,-0.003,-0.368
29.92,2.358,13.594,0.0,-0.083,-0.003,-0.37
29.94,2.669,14.534,0.0,-0.132,-0.003,-0.374
29.96,2.677,14.551,0.0,-0.135,-0.003,-0.375
29.98,2.353,13.578,0.0,-0.086,-0.003,-0.377
30.0,2.323,13.481,0.0,-0.083,-0.003,-0.379
30.02,2.336,13.514,0.0,-0.087,-0.003,-0.381
30.04,2.626,14.391,0.0,-0.132,-0.003,-0.384
30.06,2.629,14.395,0.0,-0.135,-0.003,-0.386
30.08,2.307,13.429,0.0,-0.086,-0.003,-0.388
30.1,2.278,13.337,0.0,-0.083,-0.003,-0.389
30.12,2.59,14.283,0.0,-0.132,-0.003,-0.393
30.14,2.301,13.396,0.0,-0.09,-0.003,-0.393
30.16,2.26,13.289,0.0,-0.084,-0.003,-0.396
30.18,2.857,15.084,0.0,-0.176,-0.003,-0.4
30.2,2.595,14.301,0.0,-0.137,-0.003,-0.401
30.22,2.235,13.223,0.0,-0.083,-0.003,-0.403
30.24,2.525,14.105,0.0,-0.128,-0.003,-0.407
30.26,2.263,13.302,0.0,-0.09,-0.003,-0.407
30.28,2.227,13.211,0.0,-0.084,-0.003,-0.41
30.3,2.525,14.098,0.0,-0.132,-0.003,-0.412
30.32,2.546,14.18,0.0,-0.135,-0.003,-0.415
30.34,2.514,14.084,0.0,-0.131,-0.003,-0.417
30.36,2.215,13.192,0.0,-0.086,-0.003,-0.419
30.38,2.194,13.126,0.0,-0.084,-0.003,-0.421
30.4,2.507,14.081,0.0,-0.132,-0.003,-0.424
30.42,2.221,13.207,0.0,-0.09,-0.003,-0.424
30.44,2.183,13.114,0.0,-0.084,-0.003,-0.428
30.46,2.187,13.106,0.0,-0.087,-0.003,-0.428
30.48,2.194,13.148,0.0,-0.088,-0.003,-0.431
30.5,2.475,13.986,0.0,-0.132,-0.003,-0.433
30.52,2.494,14.064,0.0,-0.135,-0.003,-0.436
30.54,2.466,13.982,0.0,-0.131,-0.003,-0.438
30.56,2.169,13.1,0.0,-0.086,-0.003,-0.44
30.58,2.149,13.043,0.0,-0.084,-0.003,-0.442
30.6,2.167,13.099,0.0,-0.087,-0.003,-0.443
30.62,2.164,13.094,0.0,-0.088,-0.003,-0.445
30.64,2.456,13.985,0.0,-0.132,-0.003,-0.449
30.66,2.169,13.114,0.0,-0.09,-0.003,-0.449
30.68,2.135,13.037,0.0,-0.084,-0.003,-0.452
30.7,2.44,13.949,0.0,-0.132,-0.003,-0.454
30.72,2.167,13.142,0.0,-0.09,-0.003,-0.456
30.74,2.123,13.015,0.0,-0.084,-0.003,-0.457
30.76,2.139,13.068,0.0,-0.087,-0.003,-0.459
30.78,2.438,13.984,0.0,-0.132,-0.003,-0.463
30.8,2.151,13.115,0.0,-0.09,-0.003,-0.463
30.82,1.82,12.134,0.0,-0.039,-0.003,-0.464
30.84,2.408,13.912,0.0,-0.129,-0.003,-0.468
30.86,2.465,14.086,0.0,-0.138,-0.003,-0.47
30.88,2.129,13.094,0.0,-0.087,-0.003,-0.471
30.9,2.103,13.024,0.0,-0.083,-0.003,-0.473
30.92,2.127,13.102,0.0,-0.087,-0.003,-0.475
30.94,2.128,13.114,0.0,-0.088,-0.003,-0.477
30.96,2.125,13.11,0.0,-0.087,-0.003,-0.478
30.98,2.122,13.112,0.0,-0.087,-0.003,-0.48
31.0,2.121,13.116,0.0,-0.087,-0.003,-0.482
31.02,1.822,12.212,0.0,-0.042,-0.003,-0.482
31.04,1.805,12.169,0.0,-0.04,-0.003,-0.484
31.06,2.115,13.102,0.0,-0.088,-0.003,-0.485
31.08,2.133,13.163,0.0,-0.091,-0.003,-0.487
31.1,2.107,13.097,0.0,-0.087,-0.003,-0.489
31.12,2.104,13.096,0.0,-0.087,-0.003,-0.49
31.14,2.105,13.11,0.0,-0.087,-0.003,-0.492
31.16,1.807,12.211,0.0,-0.043,-0.003,-0.492
31.18,2.088,13.081,0.0,-0.085,-0.003,-0.496
31.2,2.118,13.158,0.0,-0.091,-0.003,-0.496
31.22,1.809,12.249,0.0,-0.043,-0.003,-0.497
31.24,2.078,13.059,0.0,-0.085,-0.003,-0.499
31.26,2.118,13.191,0.0,-0.091,-0.003,-0.501
31.28,3.685,12.099,0.045,-0.043,-0.002,-0.501
31.3,3.767,12.043,0.047,-0.04,-0.002,-0.503
31.32,2.106,13.129,-0.001,-0.088,-0.002,-0.504
31.34,2.008,13.209,-0.004,-0.091,-0.002,-0.506
31.36,0.255,13.278,-0.045,-0.087,-0.003,-0.508
31.38,0.17,13.291,-0.047,-0.087,-0.003,-0.51
31.4,1.84,12.265,0.001,-0.042,-0.003,-0.51
31.42,1.941,12.227,0.004,-0.04,-0.003,-0.511
31.44,2.1,13.182,0.0,-0.088,-0.003,-0.513
31.46,1.804,12.348,-0.0,-0.046,-0.003,-0.513
31.48,1.777,12.245,-0.0,-0.04,-0.003,-0.515
31.5,2.09,13.183,0.0,-0.088,-0.003,-0.517
31.52,1.813,12.355,0.0,-0.046,-0.003,-0.517
31.54,1.775,12.256,-0.0,-0.04,-0.003,-0.518
31.56,2.086,13.195,-0.0,-0.088,-0.003,-0.52
31.58,1.811,12.368,0.0,-0.046,-0.003,-0.52
31.6,3.657,12.132,0.045,-0.04,-0.002,-0.522
31.62,3.772,12.157,0.047,-0.043,-0.002,-0.522
31.64,1.804,12.332,-0.001,-0.044,-0.002,-0.524
31.66,1.976,13.219,-0.004,-0.088,-0.002,-0.525
31.68,1.852,12.37,-0.0,-0.046,-0.002,-0.525
31.7,-0.347,11.506,-0.044,0.005,-0.003,-0.525
31.72,-0.165,12.41,-0.047,-0.041,-0.003,-0.527
31.74,2.144,13.282,0.001,-0.092,-0.003,-0.529
31.76,2.26,13.282,0.004,-0.091,-0.003,-0.531
31.78,1.783,12.329,0.0,-0.042,-0.003,-0.531
31.8,1.751,12.305,-0.0,-0.04,-0.003,-0.532
31.82,1.782,12.356,-0.0,-0.044,-0.003,-0.532
31.84,1.791,12.391,0.0,-0.044,-0.003,-0.534
31.86,1.783,12.364,0.0,-0.044,-0.003,-0.534
31.88,3.372,11.344,0.045,0.001,-0.002,-0.534
31.9,3.751,12.177,0.047,-0.041,-0.002,-0.536
31.92,1.809,12.412,-0.001,-0.047,-0.002,-0.536
31.94,1.675,12.389,-0.004,-0.044,-0.002,-0.538
31.96,1.821,12.345,-0.0,-0.043,-0.002,-0.538
31.98,1.547,11.468,0.0,0.001,-0.002,-0.538
32.0,1.813,12.312,0.0,-0.041,-0.002,-0.539
32.02,-0.039,12.546,-0.045,-0.047,-0.003,-0.539
32.04,-0.156,12.523,-0.047,-0.044,-0.003,-0.541
32.06,1.811,12.351,0.001,-0.043,-0.003,-0.541
32.08,1.637,11.469,0.004,0.001,-0.003,-0.541
32.1,3.644,12.186,0.045,-0.041,-0.002,-0.543
32.12,3.761,12.277,0.047,-0.047,-0.002,-0.543
32.14,1.484,11.48,-0.001,0.001,-0.002,-0.543
32.16,1.642,12.318,-0.004,-0.041,-0.002,-0.545
32.18,1.832,12.41,-0.0,-0.047,-0.002,-0.545
32.2,1.835,12.382,0.0,-0.044,-0.002,-0.546
32.22,1.816,12.354,0.0,-0.043,-0.002,-0.546
32.24,1.522,11.482,-0.0,0.001,-0.002,-0.546
32.26,1.801,12.329,-0.0,-0.041,-0.002,-0.548
32.28,1.837,12.428,0.0,-0.047,-0.002,-0.548
32.3,1.822,12.402,0.0,-0.044,-0.002,-0.55
32.32,1.814,12.374,-0.0,-0.043,-0.002,-0.55
32.34,1.523,11.504,-0.0,0.001,-0.002,-0.55
32.36,1.802,12.352,0.0,-0.041,-0.002,-0.552
32.38,1.837,12.453,0.0,-0.047,-0.002,-0.552
32.4,1.525,11.52,0.0,0.001,-0.002,-0.552
32.42,1.799,12.354,0.0,-0.041,-0.002,-0.553
32.44,1.836,12.461,0.0,-0.047,-0.002,-0.553
32.46,1.524,11.529,0.0,0.001,-0.002,-0.553
32.48,1.798,12.364,0.0,-0.041,-0.002,-0.555
32.5,1.835,12.471,0.0,-0.047,-0.002,-0.555
32.52,1.524,11.541,0.0,0.001,-0.002,-0.555
32.54,1.5,11.468,0.0,0.004,-0.002,-0.555
32.56,1.819,12.436,0.0,-0.045,-0.002,-0.557
32.58,1.835,12.481,0.0,-0.048,-0.002,-0.557
32.6,1.519,11.537,0.0,0.001,-0.002,-0.557
32.62,1.498,11.469,0.0,0.004,-0.002,-0.557
32.64,1.519,11.531,0.0,0.0,-0.002,-0.557
32.66,1.817,12.437,0.0,-0.045,-0.002,-0.559
32.68,1.829,12.468,0.0,-0.047,-0.002,-0.559
32.7,1.514,11.529,0.0,0.001,-0.002,-0.559
32.72,1.493,11.463,0.0,0.004,-0.002,-0.559
32.74,1.515,11.526,0.0,0.0,-0.002,-0.559
32.76,1.813,12.432,0.0,-0.045,-0.002,-0.56
32.78,1.824,12.464,0.0,-0.047,-0.002,-0.56
32.8,1.51,11.526,0.0,0.001,-0.002,-0.56
32.82,1.489,11.461,0.0,0.004,-0.002,-0.56
32.84,1.511,11.524,0.0,0.0,-0.002,-0.56
32.86,1.809,12.432,0.0,-0.045,-0.002,-0.562
32.88,1.821,12.465,0.0,-0.047,-0.002,-0.562
32.9,1.507,11.527,0.0,0.001,-0.002,-0.562
32.92,1.486,11.463,0.0,0.004,-0.002,-0.562
32.94,1.508,11.527,0.0,0.0,-0.002,-0.562
32.96,1.807,12.435,0.0,-0.045,-0.002,-0.564
32.98,1.819,12.469,0.0,-0.047,-0.002,-0.564
33.0,1.504,11.532,0.0,0.001,-0.002,-0.564
33.02,1.484,11.468,0.0,0.004,-0.002,-0.564
33.04,1.506,11.533,0.0,0.0,-0.002,-0.564
33.06,1.507,11.533,0.0,-0.0,-0.002,-0.564
33.08,-0.381,11.657,-0.045,-0.0,-0.003,-0.564
33.1,-0.486,11.655,-0.047,0.0,-0.003,-0.564
33.12,1.488,11.507,0.001,0.0,-0.003,-0.564
33.14,1.603,11.49,0.004,-0.0,-0.003,-0.564
33.16,3.33,11.355,0.045,-0.0,-0.002,-0.564
33.18,3.411,11.341,0.047,0.0,-0.002,-0.564
33.2,1.445,11.472,-0.001,0.0,-0.002,-0.564
33.22,1.327,11.472,-0.004,0.0,-0.002,-0.564
33.24,1.479,11.453,-0.0,0.0,-0.002,-0.564
33.26,-0.092,12.49,-0.044,-0.045,-0.003,-0.566
33.28,-0.191,12.538,-0.047,-0.047,-0.003,-0.566
33.3,1.468,11.463,0.001,0.001,-0.003,-0.566
33.32,1.566,11.391,0.004,0.004,-0.003,-0.566
33.34,1.434,11.468,0.0,0.0,-0.003,-0.566
33.36,1.714,12.379,-0.0,-0.045,-0.003,-0.567
33.38,1.737,12.413,-0.0,-0.047,-0.003,-0.567
33.4,1.425,11.478,0.0,0.001,-0.003,-0.567
33.42,3.288,11.278,0.045,0.004,-0.002,-0.567
33.44,3.412,11.337,0.047,0.0,-0.002,-0.567
33.46,1.437,11.479,-0.001,-0.0,-0.002,-0.567
33.48,1.614,12.384,-0.004,-0.045,-0.002,-0.569
33.5,1.783,12.414,-0.0,-0.047,-0.002,-0.569
33.52,1.488,11.479,0.0,0.001,-0.002,-0.569
33.54,1.456,11.419,0.0,0.004,-0.002,-0.569
33.56,1.476,11.485,-0.0,0.0,-0.002,-0.569
33.58,1.776,12.396,-0.0,-0.045,-0.002,-0.571
33.6,1.789,12.433,0.0,-0.047,-0.002,-0.571
33.62,1.476,11.5,0.0,0.001,-0.002,-0.571
33.64,-0.428,11.577,-0.045,0.004,-0.003,-0.571
33.66,-0.21,12.561,-0.047,-0.045,-0.003,-0.573
33.68,1.783,12.472,0.001,-0.048,-0.003,-0.573
33.7,1.586,11.526,0.004,0.001,-0.003,-0.573
33.72,3.295,11.338,0.045,0.004,-0.002,-0.573
33.74,3.401,11.401,0.047,0.0,-0.002,-0.573
33.76,1.439,11.545,-0.001,-0.0,-0.002,-0.573
33.78,1.32,11.543,-0.004,-0.0,-0.002,-0.573
33.8,1.77,12.435,-0.0,-0.045,-0.002,-0.574
33.82,1.803,12.478,0.0,-0.047,-0.002,-0.574
33.84,1.479,11.548,0.0,0.001,-0.002,-0.574
33.86,1.457,11.489,-0.0,0.004,-0.002,-0.574
33.88,1.481,11.558,-0.0,0.0,-0.002,-0.574
33.9,1.483,11.563,0.0,-0.0,-0.002,-0.574
33.92,1.48,11.553,0.0,-0.0,-0.002,-0.574
33.94,1.478,11.549,-0.0,0.0,-0.002,-0.574
33.96,1.477,11.545,-0.0,0.0,-0.002,-0.574
33.98,1.476,11.542,0.0,-0.0,-0.002,-0.574
34.0,1.475,11.538,0.0,-0.0,-0.002,-0.574
34.02,1.474,11.534,0.0,0.0,-0.002,-0.574
34.04,1.473,11.53,0.0,0.0,-0.002,-0.574
34.06,1.471,11.527,0.0,0.0,-0.002,-0.574
34.08,1.47,11.523,0.0,0.0,-0.002,-0.574
34.1,1.469,11.519,0.0,0.0,-0.002,-0.574
34.12,1.468,11.515,0.0,0.0,-0.002,-0.574
34.14,1.467,11.512,0.0,0.0,-0.002,-0.574
34.16,1.466,11.508,0.0,0.0,-0.002,-0.574
34.18,1.464,11.504,0.0,0.0,-0.002,-0.574
34.2,1.463,11.501,0.0,0.0,-0.002,-0.574
34.22,1.462,11.497,0.0,0.0,-0.002,-0.574
34.24,1.461,11.493,0.0,0.0,-0.002,-0.574
34.26,1.46,11.489,0.0,0.0,-0.002,-0.574
34.28,1.459,11.486,0.0,0.0,-0.002,-0.574
34.3,1.457,11.482,0.0,0.0,-0.002,-0.574
34.32,1.456,11.478,0.0,0.0,-0.002,-0.574
34.34,1.455,11.474,0.0,0.0,-0.002,-0.574
34.36,1.454,11.471,0.0,0.0,-0.002,-0.574
34.38,1.453,11.467,0.0,0.0,-0.002,-0.574
34.4,1.452,11.463,0.0,0.0,-0.002,-0.574
34.42,1.45,11.459,0.0,0.0,-0.002,-0.574
34.44,1.449,11.456,0.0,0.0,-0.002,-0.574
34.46,1.448,11.452,0.0,0.0,-0.002,-0.574
34.48,-0.437,11.586,-0.045,0.0,-0.003,-0.574
34.5,-0.54,11.59,-0.047,0.0,-0.003,-0.574
34.52,3.318,11.308,0.046,0.0,-0.002,-0.574
34.54,3.536,11.288,0.051,0.0,-0.002,-0.574
34.56,1.404,11.436,-0.001,0.0,-0.002,-0.574
34.58,-0.617,11.58,-0.049,0.0,-0.003,-0.574
34.6,-0.553,11.572,-0.047,0.0,-0.003,-0.574
34.62,1.441,11.426,0.001,0.0,-0.003,-0.574
34.64,1.843,12.323,0.004,-0.045,-0.003,-0.576
34.66,1.7,12.379,0.0,-0.047,-0.003,-0.576
34.68,1.37,11.45,-0.0,0.001,-0.003,-0.576
