Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
34.7,3.246,11.253,0.045,0.004,-0.002,-0.576
34.72,3.373,11.315,0.047,0.0,-0.002,-0.576
34.74,1.398,11.462,-0.001,-0.0,-0.002,-0.576
34.76,1.277,11.462,-0.004,-0.0,-0.002,-0.576
34.78,1.431,11.447,-0.0,0.0,-0.002,-0.576
34.8,1.448,11.443,0.0,0.0,-0.002,-0.576
34.82,1.436,11.441,0.0,-0.0,-0.002,-0.576
34.84,1.433,11.438,-0.0,-0.0,-0.002,-0.576
34.86,1.433,11.435,-0.0,0.0,-0.002,-0.576
34.88,1.432,11.432,0.0,0.0,-0.002,-0.576
34.9,1.431,11.429,0.0,0.0,-0.002,-0.576
34.92,1.43,11.426,-0.0,0.0,-0.002,-0.576
34.94,1.429,11.423,-0.0,0.0,-0.002,-0.576
34.96,-0.456,11.558,-0.045,0.0,-0.003,-0.576
